ticket_number,message,tags
373,"using the API how can we create a new message on a new conversation? tried the conversations endpoint with a post without luck. looking at the API docs doesn't look like it's possible? https://atlas-support-api.readme.io/reference/send_message_v1_conversations__id__messages_post we're revamping our onboarding and would like messages 'sent' from our trial users to end up as messages in atlas hey. I have verified the bug, and would be shipping a fix soon. Will let you know as soon as the fix is in the prod. hey, checkout the API here - https://atlas-support-api.readme.io/reference/create_conversation_v1_conversations_post hope that this solves your usecase. no worries, do LMK if something doesn't work. Hi Piyush, et al,We're deploying this to prod finally and I realize we're running in to an issue and I wanted to see if you might have some ideas or an API tweak to help.workflow is as initially described: one of our users sends a 'reply' in our app, we need to push that reply to Atlas. If we create a new customer we have the customer ID and can subsequently create the new message. however - if that 'customer' already exists a subsequent create call will fail with a 500.looking at customers endpoints it looks like we need to list all to get the atlas ID of a customer, that's pretty awkward/painful for thousands of customers. I suspect we could also ingest a Atlas webhook for new customers on our side...I was thinking it might be easier if we could lookup an individual atlas customer by our external ID. we can set that going forward in the create customer and then if we get a 500 on the create we'd turn around and lookup the customer via the externalUserId field we'd previously set. effectively ""retrieve one customer by externalUserId"" and then post the message via the id.I'm sure you some other ideas that might work, very happy to consider any and all options. Hey Jeremiah,Yes, this is not ideal.Are you using Atlas to identify customers? Reason, the external id solution would work only if the user has already been identified.And, I agree this is the best way to create a conversation, using external_id  in this case, yes, we have a local userID for the user on our side. we've also set that in the atlas frontend JS via window?.Atlas?.identify({ userId: user.id, name: user.display_name, email: user.email })I'm guessing that userId tracks to a customer externalUserId? yes! userId: user.id, perfectI will update this API to accept externalID I really appreciate it! Hey Jeremiah! Have changed the API to accept the external user id as well. Will be shipping it in a few hours. Will let you know once this is in production. thank you so much! I'll queue our changes up to be ready to go out so we can fast follow your changes. thanks again & have a great weekend! Hi Piyush, just wanted to check in and see if you were able to get those changes deployed? I'm still seeing customerId required on posts to /conversations with the externalUserId hey Jeremiah, those changes are live.The Open API docs could be a bit confusing - what you can do is, in the customerId, pass in the externalId instead of the atlas customer id and it would workexample - Loop HQ userId = jc@loop.hq and Atlas customerId = `00000-0000-0000-00000`you can pass in ether of those in the customerId in the api, and it would work hey Jeremiah, were you able to test out the API changes? Hopefully this explanation is clear? that works perfectly, thank you so much! you absolutely rock, thank you so much all those changes for us :D",Feature Request
387,"Hey! Can you share what the pricing is? FYI we're a YC company, Awari (W21 Hi Fabio! Our YC pricing is $100/mo for up to 5 seats and 10k sessions/mo. Have a few mins to hop on a chat? Would love to find out what you guys are looking for and answer any questions. Fairly flexible, do any of these times (CST) work for you? If it’s easier, you can click on a slot below to book:January 9 (Monday): &nbsp • 11:00 AM - 12:30 PM &nbsp • 1:30 PM - 4:00 PMJanuary 10 (Tuesday): &nbsp • 11:30 AM - 4:00 PM(Or if it’s easier, you can use my calendly.)Looking forward to talking!",Sales
388,"Olá Yasmin! Acabei de entrar em contato com você via Whatsapp, você recebeu?",Sales
395,"Hello, Can i please get my account and organisation deleted? Thanks! Hello, Can i please get my account and organisation deleted? Thanks! Yes, will do! Please give us 1-2 days to make sure the change persists through all our databases. Perfect, thank you :) In the process of deleting your account now. If you’re open to it, I’d love to hop on a quick call to get your thoughts on Atlas so we can improve it for future customers. Have any time to chat this week? Happy to but unfortunately i didn't really use it. Like that it integrates with sentry but it just feels a little empty when using it Got it! Any chance you’ve got a few mins to hop on a call so I can get a few more details from you here? (Here’s my calendly if that’s easier.)",Sales
400,"agh, thanks for the heads up — updating termly now... No worries! Also as an FYI the googled index page when searching ""Atlas Support"" provides the following: ""https://embed.getatlas.io/"" Was trying to find your internal help center Thanks — will get that updated as well. Here is the link to our helpcenter: https://help.getatlas.io/ Thank you! Also, privacy policy and terms of service should be accessible now. Perfect, thank you! asdasdasd",Product Question
407,"Hey Amrit! This is Jon. Happy to get you switched to another plan. Any chance we come hop on a call to learn about where you guys are today? (Here’s my calendly if that’s easier.) Would love to catch up — your new site is looking :ok_hand: . Thanks! Your site looks really impressive, do you guys use an in-house designer?I’ve canceled your subscription so you shouldn’t get any more bills effective immediately. I’d love to catch up just to hear how things are going and see if there’s anything we can do to help!",Sales
413,"one of my customers just mentioned that spaces show up as ""&nbsp"" on their end from a reply in slack on our side Chris,  We are taking a look at this. Will get back to you soon",Bug
414,"Do you have a help center? Nervemind, just found it",Product Question
416,"Hey Atlas Some of our customer's chats are not going through at the moment Is there any issues with the platform at the moment? Hi Patricia, could you try refreshing the page? It's possible the websockets connection on your browser was lost. Hi Patricia, we’re trying to debug this and can’t reproduce the issue or see it in our session recordings.Any chance we could hop on a quick call to understand what was happening?",Spam
420,"Hello, can we enquire on getting more session recordings Aaron, I increased it to from 10K to 20K session per month (which should be sufficient for while month based on current usage). Let me know if you need anything else.",Product Question
421,Fuck you What is your name,Spam
423,"I can't find any reporting on help center activity, can you help? Hey Sara, Can you specify what details are you looking for and let me try to send it manually to over email (will also add them in product in coming weeks). Thanks,Rahul I just want to see overall traffic, time spent on each article, etc - these things don't show up in GA so there's no other way for me to know. Btw I am doing this for all of 2022 to create a baseline to measure against So 1/1/2022-12/21/2022 If you have data on chatbot usage that would be helpful as well Thanks, let me take a look at both of these and get back to you soon on this. Ok thank you so much!",Feature Request
424,crea unahistoria,Spam
425,تولدمه نامه بنویس write a massage to me,Spam
430,"How much is pricing? Hey Jon, Our startup package is $200/mo for up to 5 seats and 10,000 session recordings/mo. Please let me know if I could help with anything. Thanks,Rahul Thanks!",Sales
434,"I need the invoice from last month, where can I find it? Hey Fabio, Please find it attached. It is going to financeiro@awari.com.br every month, please let me know if you want the email to change. Thanks,Rahul Hey! How can I update the credit card?",Sales
